MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,target
3.857641157298052,22,5.534792387534528,0.4949023296835935,2786,1.6839325663634148,38.39208629591095,-121.90090876392449,2.5980336678896085
6.057221737581495,13,6.020043852119551,1.0085987768111189,3178,1.9890746469349811,41.937027395308284,-115.94123875244378,4.2667528564902915
4.283261941106034,18,6.898763752130234,0.47974221055051225,3390,3.79982610028338,33.55704417856834,-123.43350380668322,3.368156387893725
5.329811978256545,37,5.678960666102563,0.40254404826223955,1611,5.1712694553573595,33.464319965448205,-123.98818492104165,2.3641949163207263
3.8453781489525714,35,4.547406294382861,1.5308863009972613,4068,3.6982986530014044,38.38473203094617,-115.4005721246559,2.1194877817152338
3.930969140869914,27,5.093887719456604,1.4872887256979754,2612,2.3642636052681363,36.964301249085736,-117.59601223040707,2.9779203773996152
4.7551804850779185,12,6.1540083940235615,0.5814296437988524,3530,6.3022282268131535,34.52958526455356,-118.71070381488549,2.7932866234577878
4.825646648512622,15,5.908464869206604,0.8720527890672384,1719,-0.030482850933904793,34.63574413986236,-121.40355065930343,3.036853481699223
3.886930790298677,16,5.176510926374995,1.0588628883503557,1395,2.020790024742942,35.43611504744714,-117.89947447018127,2.989061570079934
1.632162405271893,44,4.749602667039563,0.37532510659410545,3478,2.1913319186798486,36.225973337455926,-115.05361292162439,1.2661564830873613
3.832950567393467,3,0.9108681947653023,1.070199698407815,4170,0.838102332853591,34.97397922080831,-115.87989003857992,1.8102660680644465
4.685397967512734,12,7.043267334481293,0.6432639197293598,1576,6.267908349882683,36.74089618906097,-115.36872728003732,2.1688069417389344
4.02350010848493,47,4.036973226713365,1.5301081759984516,1816,2.100784961384613,33.98845150428225,-116.45926527734169,2.6211205071352777
4.456201279491118,22,5.113131048496992,1.0433687712434958,1377,5.052030546608448,34.59342657737965,-114.6889403126441,2.178104804320846
4.270492782066417,6,4.893986086207321,0.6354772863829976,844,2.9880419277293906,36.89244527704062,-116.49954848229913,2.297427472691018
2.5649918561335663,19,5.826009616274208,1.0804514426965814,357,1.8694935203941356,32.38042038229667,-121.05330933921407,1.8800891547454377
4.8828171461847685,3,5.309540219352336,1.1064404326596597,3555,4.646258489623142,40.981666330669505,-118.55517269694323,2.8014283788125285
3.4199183360597294,48,7.456138113870117,0.45847432491500373,1727,4.764205384063238,33.87616816882621,-118.4193812096622,3.2054352712976795
3.4984346960503934,23,0.42784355538064656,0.7935514510789624,307,0.7055557692938281,37.26964806697684,-117.95943508234173,2.3712703530351833
4.590953294457523,36,5.578612695916556,0.46161116353740095,2102,3.6898307651634825,39.9128721298884,-118.62433554655948,3.3869640573883153
3.2683837495471306,33,4.571072785984633,0.04192511366251184,1809,2.0137743955504552,37.283441291462694,-120.04735374755258,2.10303305611878
4.261755461371559,37,5.3638669834047,0.0563883309634885,2488,-0.8440467964378113,41.2298957343922,-123.87930388588163,3.3578160970443927
3.144204420984184,6,6.4676344603718245,1.628786338018036,1046,3.156982086002318,34.40268392823468,-122.32461210965752,3.2243110391266714
3.812474087696902,6,2.473667457060212,1.810606812491832,1589,2.156561705933843,40.191644263326346,-116.18996887426071,1.1989882392782998
3.62651371056505,28,5.095469301110688,0.8025217003544192,3842,2.86368851045878,35.70501382054572,-117.56144462226457,1.2699115591390806
3.538029033341022,43,6.220370555841219,1.147523296321297,2283,4.496825799702482,41.30648379421116,-117.18712510917646,1.7521316854667819
3.183533895795614,43,7.338498105326693,0.6453792875749464,3591,5.318536557083322,38.35233195319371,-118.01269237428987,2.467707565648772
3.9548766974865974,47,5.44191471057944,1.1342594186983377,2759,1.3718816394240632,39.41034710272239,-118.48047721537178,3.206216346587641
4.121327776304319,2,4.9628800541610785,0.49904609315708826,2044,3.132379681809083,40.168440785810716,-118.68803766113939,2.5060690057441564
4.925952779522502,29,5.224271381435457,1.5492717326902434,666,2.2849791088055795,32.061371034405795,-114.89777540860446,3.155724804752059
3.426180303720038,31,2.740615208360378,0.5943509016080838,2697,4.712815438489773,41.3001388521183,-118.80717337597213,0.6999331992048794
4.052703110045961,13,4.4765174561769845,0.6744157918329481,2728,0.6383943766091122,37.93003159863313,-121.05104349669455,3.7778667845227423
6.207310586916048,20,2.4514494763650676,0.6561211099222501,2864,6.056879258580739,37.82134945686886,-117.86058769704184,2.086503820937284
4.391821869474064,26,-0.8609908383419933,0.8364999636499373,2991,0.7817244723661023,37.990113407055404,-118.51126027608844,1.5147922071857378
4.482713427725519,42,7.652384722815489,0.9393509876382187,1870,2.178471455554157,33.24393416853929,-123.35378292938768,4.380256903333149
4.433334021106367,21,5.2079146740152265,0.6405297167186426,3560,2.6032134005359695,36.849459287584466,-116.58464290834848,2.7129999910359555
2.295708305780958,47,8.259913328296783,0.8532545533717538,2497,2.0519866185065743,35.54087889605781,-115.87288897620981,2.8772342928191916
3.756091933650978,36,4.9709972784488885,1.4559874200408134,3950,2.989308555724945,34.62513055047921,-114.62477227352085,1.8579844774881245
1.8602962087158526,45,7.1254269361979405,1.1865582696292374,775,2.8649005158521317,36.73777442379653,-121.85873671709454,1.7715534574876055
4.861322653044058,19,7.373039624785864,0.7583045203891209,3220,3.2222588897981286,40.355347843947364,-120.08740657946744,3.046434294140477
5.700284397637608,41,4.859255986662143,0.439435828320185,2600,2.4981464978870402,41.434549078805105,-114.7819197011027,3.3293269076554215
3.4712151969007587,41,6.952207528064114,1.2085504584047966,3074,2.871825301566086,37.42206160584692,-120.98543602981653,2.206909292365702
5.7634779174486,12,2.4459627982426886,0.8013282454450908,450,2.750010768508303,35.297926551475406,-119.71627223886088,2.45375094343554
2.8783921724946846,29,6.217219482651206,0.3955056747625503,2374,1.5713426014794851,34.29606178818287,-123.9507970607226,2.895567020982353
2.80806583317096,5,4.006861098502624,0.5984704721036471,1006,0.5048419423615038,35.96969295875228,-122.59526324361737,2.1037096686872827
4.552731917750563,4,6.740077128203214,0.3129867378124047,2947,2.1792455605235275,40.246677672791456,-118.72380145878681,2.3974421375062716
3.184019051134386,32,7.3137935483391425,1.365295057621982,1597,2.855048262215277,36.83835965571998,-115.14197203798301,2.610221351378387
3.5033531507717415,20,7.2997039992726105,0.3873315506387158,703,4.591629093394291,33.324452050212784,-114.19875219268603,2.823352396757244
5.0862255633067734,40,4.917869808039589,1.1723508734974455,4725,0.3749104912939556,35.38434154168103,-123.06193611617171,3.456241394239532
3.025324723321841,21,4.899831681156418,0.4071241109117931,4767,3.8105265815105493,41.37747429730733,-117.10086534565089,2.403278374113821
3.717864182089416,38,6.3592495796720065,1.0344356900084168,2995,3.480474479505705,36.91987373564534,-114.0792972534958,3.077289010560018
3.882785850062279,25,8.056087691478293,0.05218650913069667,2147,2.71437118135416,32.23531227585086,-121.04225910573665,2.716327746915388
4.378547266360817,15,8.614568504823104,1.6340649597562302,1753,2.1573133315020834,40.956413272310044,-121.41231459170571,4.512877150586251
